OrderID,CustomerID,ProductID,Category,Price,Quantity,Delivery_Rating,Review_Text,Discount,Shipping_Cost,Discount_Percentage,Total_Amount,Net_Sales
ORD109132,CUST14118,PROD1683,Toys,142.11,2.0,5.0,Fast delivery and great packaging.,27.33,134.31,27.33,284.22,340.85267400000004
ORD101550,CUST14433,,Home & Kitchen,,2.0,2.0,Quality could be better.,21.64,141.9,21.64,,
ORD101009,CUST14971,PROD1521,Home & Kitchen,214.44,4.0,,Will buy again.,2.19,72.72,2.19,857.76,911.695056
ORD102554,CUST14874,PROD2458,Books,51.13,1.0,3.0,Will buy again.,8.29,93.94,8.29,51.13,140.831323
ORD107467,CUST12045,PROD1982,Home & Kitchen,206.25,1.0,5.0,Quality could be better.,22.28,122.79,22.28,206.25,283.08750000000003
ORD101612,CUST10894,PROD1170,Beauty,185.36,4.0,4.0,Good value for money.,10.46,110.63,10.46,741.44,774.5153760000001
ORD102737,CUST11986,,Toys,367.97,2.0,5.0,Good value for money.,2.5,149.42,2.5,735.94,866.9615
ORD104572,CUST12494,PROD1863,Beauty,310.44,1.0,2.0,Five stars!,42.18,21.78,42.18,310.44,201.276408
ORD109964,,PROD1288,Books,83.63,1.0,1.0,Terrible experience.,49.06,66.17,49.06,83.63,108.771122
ORD109003,CUST11975,,Books,,3.0,,"Excellent product, highly recommend.",39.66,56.53,39.66,,
ORD100648,CUST14780,PROD2415,Toys,434.37,,,Five stars!,42.69,54.1,42.69,,
ORD100879,CUST10872,PROD1320,Beauty,37.3,3.0,,Quality could be better.,12.1,48.93,12.1,111.9,147.2901
ORD103643,CUST11497,PROD2442,Beauty,453.6,,4.0,,48.03,112.19,48.03,,
ORD102303,CUST11376,PROD2842,,315.83,3.0,2.0,Fast delivery and great packaging.,9.85,31.02,9.85,947.49,885.182235
ORD105270,CUST12118,PROD2246,Toys,322.95,,,Fast delivery and great packaging.,47.57,116.41,47.57,,
ORD101624,CUST10749,PROD1217,Toys,235.26,1.0,2.0,Quality could be better.,49.74,110.15,49.74,235.26,228.391676
ORD100550,CUST13709,PROD2013,Sports,164.67,1.0,1.0,Average product.,35.59,52.6,35.59,164.67,158.66394699999998
ORD105838,CUST13020,PROD2958,Grocery,385.0,4.0,2.0,Quality could be better.,49.06,52.87,49.06,1540.0,837.3459999999999
ORD108282,CUST10109,PROD1768,Beauty,116.19,4.0,3.0,Average product.,28.48,101.75,28.48,464.76,434.146352
ORD103399,CUST12743,PROD1838,Electronics,275.82,,3.0,Good value for money.,12.98,119.08,12.98,,
ORD108822,CUST14460,PROD2508,Clothing,453.55,1.0,,Not as described.,21.85,133.94,21.85,453.55,488.389325
ORD105176,CUST14045,PROD1270,Clothing,37.95,1.0,5.0,Not as described.,29.68,130.78,29.68,37.95,157.46644
ORD100211,CUST10262,PROD2151,Clothing,368.88,2.0,5.0,Five stars!,3.65,145.43,3.65,737.76,856.2617600000001
ORD103602,CUST12964,PROD1077,Beauty,461.33,1.0,4.0,Not as described.,31.12,95.58,31.12,461.33,413.344104
ORD110298,CUST11477,PROD1982,Books,421.39,2.0,,Quality could be better.,49.06,138.13,49.06,842.78,567.4421319999999
ORD108845,CUST13380,PROD1127,Toys,18.65,1.0,1.0,Fast delivery and great packaging.,9.51,125.11,9.51,18.65,141.98638499999998
ORD104822,CUST12896,PROD2690,,483.86,2.0,4.0,Exceeded expectations.,39.63,136.31,39.63,967.72,720.5225639999999
ORD110021,CUST12777,PROD2083,Grocery,439.74,2.0,5.0,Average product.,45.39,21.51,45.39,879.48,501.794028
ORD101438,CUST11007,,Books,488.23,4.0,4.0,Average product.,47.19,145.57,47.19,1952.92,1176.907052
ORD102515,CUST13215,PROD2225,Electronics,448.49,4.0,,Will buy again.,48.01,81.56,48.01,1793.96,1014.239804
ORD109565,CUST11278,PROD2187,,167.61,4.0,,Fast delivery and great packaging.,26.07,123.76,26.07,670.44,619.416292
ORD105538,CUST14391,PROD2498,Clothing,187.67,2.0,1.0,Fast delivery and great packaging.,48.87,36.54,48.87,375.34,228.451342
ORD109253,CUST13012,PROD1805,Books,446.84,3.0,3.0,Exceeded expectations.,37.87,71.47,37.87,1340.52,904.335076
ORD100696,CUST14892,PROD1333,Beauty,491.36,1.0,5.0,Average product.,8.08,55.29,8.08,491.36,506.948112
ORD107856,CUST11764,PROD2156,Clothing,149.41,4.0,1.0,Terrible experience.,23.85,57.92,23.85,597.64,513.0228599999999
ORD105651,CUST13084,PROD1400,Clothing,288.0,4.0,1.0,Not as described.,35.92,36.02,35.92,1152.0,774.2216
ORD106769,CUST12689,PROD1923,Grocery,88.21,1.0,5.0,Exceeded expectations.,12.37,124.75,12.37,88.21,202.048423
ORD108493,CUST13227,,Grocery,484.36,4.0,1.0,Good value for money.,32.03,21.2,32.03,1937.44,1338.077968
ORD101314,CUST10963,PROD2400,Electronics,246.67,4.0,4.0,Will buy again.,33.33,60.63,33.33,986.68,718.4495559999999
ORD105711,CUST13797,PROD1829,Home & Kitchen,33.96,2.0,1.0,"Excellent product, highly recommend.",8.13,42.67,8.13,67.92,105.068104
ORD109371,CUST10442,,Sports,60.17,2.0,5.0,,28.25,96.58,28.25,120.34,182.92395
ORD104681,CUST11587,PROD2138,Clothing,168.2,4.0,,Exceeded expectations.,38.58,53.05,38.58,672.8,466.28376
ORD100012,CUST12433,,Home & Kitchen,311.21,1.0,,"Excellent product, highly recommend.",24.94,53.67,24.94,311.21,287.264226
ORD106152,CUST13140,PROD1818,Beauty,356.14,1.0,,Terrible experience.,0.61,83.48,0.61,356.14,437.447546
ORD100714,CUST12947,PROD2283,Beauty,385.13,1.0,3.0,Will buy again.,0.45,104.85,0.45,385.13,488.246915
ORD106912,CUST11417,PROD1995,Toys,,3.0,5.0,,17.85,35.77,17.85,,
ORD101346,CUST11914,PROD1521,Grocery,191.02,4.0,2.0,Five stars!,46.31,42.82,46.31,764.08,453.054552
ORD109533,CUST14114,PROD2554,Books,396.36,2.0,5.0,Will buy again.,11.43,52.13,11.43,792.72,754.242104
ORD100453,,PROD1631,Toys,472.81,1.0,,Good value for money.,31.72,146.59,31.72,472.81,469.424668
ORD109029,CUST13159,PROD1576,Grocery,363.17,3.0,2.0,Exceeded expectations.,11.1,71.63,11.1,1089.51,1040.20439
ORD101656,CUST13453,PROD1909,Books,323.6,3.0,5.0,Exceeded expectations.,16.08,97.87,16.08,970.8,912.56536
ORD100184,CUST11930,PROD2276,Sports,77.31,3.0,2.0,Will buy again.,42.4,51.4,42.4,231.93,184.99168
ORD109622,CUST10480,PROD2570,Toys,251.96,3.0,,Will buy again.,36.44,83.76,36.44,755.88,564.1973280000001
ORD108904,CUST12597,PROD2863,Sports,423.91,3.0,4.0,Exceeded expectations.,4.77,29.64,4.77,1271.73,1240.708479
ORD100037,,,Books,,3.0,,Exceeded expectations.,21.44,24.52,21.44,,
ORD101043,CUST12332,PROD2937,Grocery,172.19,3.0,,Fast delivery and great packaging.,1.46,80.94,1.46,516.5699999999999,589.9680779999999
ORD105477,CUST11873,PROD2057,Books,36.58,2.0,3.0,Exceeded expectations.,24.04,71.83,24.04,73.16,127.402336
ORD100940,CUST13756,PROD1545,Clothing,228.74,1.0,3.0,Exceeded expectations.,33.12,37.79,33.12,228.74,190.771312
ORD103233,,PROD2970,Home & Kitchen,401.2,,,Will buy again.,5.93,109.39,5.93,,
ORD104721,CUST12722,PROD1092,Electronics,107.83,4.0,4.0,Average product.,14.44,149.08,14.44,431.32,518.117392
ORD103208,CUST13607,PROD2675,Sports,170.33,3.0,4.0,Fast delivery and great packaging.,19.89,71.43,19.89,510.99,480.7840890000001
ORD104313,CUST13805,PROD1289,Toys,410.59,1.0,3.0,Good value for money.,45.98,101.19,45.98,410.59,322.990718
ORD106175,CUST13723,PROD1985,Beauty,216.29,1.0,2.0,Fast delivery and great packaging.,49.66,145.19,49.66,216.29,254.070386
ORD100538,CUST11810,PROD1722,,,2.0,5.0,Average product.,2.25,128.1,2.25,,
ORD108773,CUST11158,PROD2055,,343.05,4.0,,Five stars!,38.05,80.26,38.05,1372.2,930.3379
ORD102919,CUST12980,PROD1954,Clothing,39.98,3.0,3.0,Quality could be better.,18.59,115.87,18.59,119.94,213.513154
ORD101400,CUST14311,PROD1863,,,1.0,2.0,Exceeded expectations.,19.62,36.66,19.62,,
ORD104962,CUST13748,PROD2815,Toys,73.79,4.0,,Fast delivery and great packaging.,37.71,86.57,37.71,295.16,270.425164
ORD103095,,PROD1693,Books,8.73,3.0,,Good value for money.,45.92,56.28,45.92,26.19,70.443552
ORD102267,CUST13988,PROD2427,Grocery,38.26,3.0,4.0,Quality could be better.,47.55,40.95,47.55,114.78,101.15211
ORD109545,CUST13540,PROD2038,Grocery,338.75,4.0,,Five stars!,28.86,75.42,28.86,1355.0,1039.3670000000002
ORD106758,CUST12494,PROD2499,Sports,10.04,2.0,4.0,Fast delivery and great packaging.,17.86,37.03,17.86,20.08,53.523712
ORD102470,CUST13141,PROD1915,Beauty,183.81,4.0,5.0,Will buy again.,39.38,110.87,39.38,735.24,556.572488
ORD105411,CUST12999,PROD1212,Grocery,361.84,2.0,4.0,Not as described.,12.55,79.31,12.55,723.68,712.16816
ORD103869,CUST14663,PROD1835,Clothing,85.84,3.0,2.0,Fast delivery and great packaging.,28.2,89.05,28.2,257.52,273.94936
ORD102861,CUST10201,PROD1912,Sports,307.94,4.0,,"Excellent product, highly recommend.",17.93,39.03,17.93,1231.76,1049.935432
ORD107286,CUST10332,PROD1824,,29.39,1.0,,"Excellent product, highly recommend.",32.83,38.17,32.83,29.39,57.911263000000005
ORD109265,CUST13319,PROD1263,Clothing,426.48,4.0,,Fast delivery and great packaging.,12.02,95.84,12.02,1705.92,1596.708416
ORD109991,CUST13818,PROD1942,Electronics,343.08,1.0,3.0,Good value for money.,9.58,148.05,9.58,343.08,458.262936
ORD109075,CUST12732,PROD2471,Grocery,57.74,1.0,4.0,Terrible experience.,45.91,32.51,45.91,57.74,63.741566000000006
ORD108093,CUST11075,PROD1924,Toys,303.89,4.0,3.0,Good value for money.,5.09,57.15,5.09,1215.56,1210.837996
ORD101108,CUST10804,PROD1754,Toys,343.07,4.0,1.0,Five stars!,25.3,133.03,25.3,1372.28,1158.12316
ORD107592,CUST14607,PROD1553,Books,48.24,1.0,,Quality could be better.,11.04,29.4,11.04,48.24,72.31430399999999
ORD109971,CUST14192,PROD2461,Beauty,363.73,3.0,3.0,Fast delivery and great packaging.,1.95,133.87,1.95,1091.19,1203.781795
ORD108978,CUST10037,PROD2763,Electronics,414.01,2.0,,Five stars!,1.8,88.16,1.8,828.02,901.27564
ORD105871,CUST14935,PROD1445,Sports,487.68,4.0,,Not as described.,8.76,73.07,8.76,1950.72,1852.906928
ORD104934,CUST13969,PROD1806,Home & Kitchen,340.27,3.0,5.0,,43.34,60.26,43.34,1020.81,638.650946
ORD106101,CUST10300,PROD1190,Grocery,380.87,4.0,3.0,Five stars!,14.12,58.63,14.12,1523.48,1366.9946240000002
ORD101739,CUST11390,PROD2483,Home & Kitchen,58.71,4.0,5.0,Not as described.,47.52,59.75,47.52,234.84,182.994032
ORD109597,CUST14233,PROD1217,Beauty,181.67,3.0,,Average product.,29.08,135.02,29.08,545.01,521.541092
ORD103792,CUST13144,PROD1141,,354.29,4.0,4.0,Will buy again.,21.83,114.09,21.83,1417.16,1221.883972
ORD100898,CUST12190,PROD2743,Home & Kitchen,48.23,4.0,5.0,Will buy again.,29.0,107.06,29.0,192.92,244.0332
ORD103206,CUST10234,PROD1819,Beauty,374.81,4.0,3.0,Terrible experience.,25.83,123.84,25.83,1499.24,1235.826308
ORD103844,CUST11573,PROD1553,Clothing,330.76,4.0,,Good value for money.,37.94,53.42,37.94,1323.04,874.498624
ORD106848,CUST14587,PROD1770,Clothing,133.92,1.0,2.0,"Excellent product, highly recommend.",14.12,100.35,14.12,133.92,215.360496
ORD102876,CUST11628,PROD1349,Electronics,266.05,,5.0,"Excellent product, highly recommend.",17.65,79.81,17.65,,
ORD109665,CUST14255,PROD1893,Clothing,330.15,1.0,,Terrible experience.,44.7,121.72,44.7,330.15,304.29295
ORD103895,CUST11637,PROD1846,Home & Kitchen,145.97,2.0,2.0,Will buy again.,47.32,60.2,47.32,291.94,213.993992
ORD101563,CUST11576,PROD1819,,252.93,3.0,,"Excellent product, highly recommend.",44.63,103.61,44.63,758.79,523.7520229999999
ORD106492,CUST13961,PROD1687,Sports,151.09,4.0,5.0,Exceeded expectations.,20.97,134.69,20.97,604.36,612.3157080000001
ORD105799,CUST12640,PROD2529,Toys,193.42,3.0,2.0,Five stars!,39.02,72.28,39.02,580.26,426.122548
ORD107801,CUST13431,PROD1180,Home & Kitchen,371.59,4.0,1.0,Five stars!,23.82,28.66,23.82,1486.36,1160.9690480000002
ORD106592,CUST13682,PROD2676,Books,,4.0,5.0,Average product.,24.88,87.09,24.88,,
ORD109471,CUST10414,PROD2235,Electronics,12.56,1.0,2.0,Quality could be better.,10.23,64.98,10.23,12.56,76.255112
ORD108740,CUST12784,PROD1032,Clothing,429.38,,5.0,Good value for money.,29.56,107.39,29.56,,
ORD109858,CUST10552,PROD1853,Grocery,465.85,3.0,,Fast delivery and great packaging.,9.31,143.63,9.31,1397.5500000000002,1411.068095
ORD110212,CUST13708,PROD2502,Beauty,28.04,3.0,3.0,Not as described.,16.58,83.13,16.58,84.12,153.302904
ORD106503,CUST14164,PROD1478,Grocery,431.69,3.0,3.0,Exceeded expectations.,42.75,80.6,42.75,1295.07,822.027575
ORD107817,CUST13641,PROD2134,Beauty,157.09,1.0,1.0,Good value for money.,10.35,105.1,10.35,157.09,245.931185
ORD103101,CUST14674,PROD2128,Grocery,238.29,3.0,,,3.56,33.45,3.56,714.87,722.870628
ORD108403,CUST13867,PROD2046,Home & Kitchen,68.05,4.0,,Not as described.,3.45,52.96,3.45,272.2,315.7691
ORD108255,CUST11564,PROD2223,Clothing,177.83,4.0,,"Excellent product, highly recommend.",47.04,139.47,47.04,711.32,516.1850720000001
ORD102840,CUST13741,PROD2254,Grocery,291.18,3.0,3.0,"Excellent product, highly recommend.",25.35,107.09,25.35,873.54,759.18761
ORD104394,CUST13109,PROD2400,,429.07,,3.0,Terrible experience.,20.47,21.75,20.47,,
ORD103184,CUST10888,PROD1707,Clothing,287.27,3.0,4.0,Fast delivery and great packaging.,40.54,46.6,40.54,861.81,559.0322259999999
ORD109567,CUST11440,PROD1096,Electronics,409.85,1.0,2.0,Average product.,41.79,108.77,41.79,409.85,347.34368500000005
ORD109947,CUST14857,PROD1276,,344.27,4.0,4.0,Not as described.,16.61,119.37,16.61,1377.08,1267.717012
ORD110148,CUST10718,PROD1157,Grocery,245.17,2.0,,Not as described.,34.68,129.18,34.68,490.34,449.470088
ORD102213,CUST13562,PROD2376,Toys,13.56,,1.0,Average product.,38.56,57.98,38.56,,
ORD100833,CUST14654,PROD1083,Clothing,129.3,2.0,,Five stars!,32.73,141.03,32.73,258.6,314.99022
ORD109578,CUST10187,PROD1985,Books,442.77,3.0,,Will buy again.,7.58,91.88,7.58,1328.31,1319.504102
ORD108802,CUST12513,PROD2105,Beauty,394.77,1.0,3.0,Not as described.,43.79,110.55,43.79,394.77,332.450217
ORD103194,CUST10197,PROD1071,Home & Kitchen,286.46,1.0,1.0,Five stars!,26.95,97.58,26.95,286.46,306.83903
ORD104630,CUST12117,PROD1065,Home & Kitchen,40.13,,2.0,Will buy again.,14.12,35.96,14.12,,
ORD106143,CUST14275,PROD2965,Sports,195.9,4.0,,Fast delivery and great packaging.,21.26,145.2,21.26,783.6,762.2066400000001
ORD104793,CUST14266,PROD1533,Sports,50.32,4.0,,Not as described.,1.88,35.97,1.88,201.28,233.465936
ORD109987,CUST10073,PROD1791,Books,364.31,1.0,1.0,Will buy again.,6.39,53.13,6.39,364.31,394.160591
ORD101743,CUST11274,PROD2043,Clothing,340.61,1.0,2.0,"Excellent product, highly recommend.",38.28,125.77,38.28,340.61,335.994492
ORD105289,CUST14057,PROD2686,Books,273.93,1.0,,Exceeded expectations.,0.0,100.42,0.0,273.93,374.35
ORD103660,CUST14854,PROD2011,Clothing,208.77,4.0,,Five stars!,20.83,128.96,20.83,835.08,790.092836
ORD106711,CUST12024,PROD1388,Toys,161.22,2.0,,Fast delivery and great packaging.,26.13,87.05,26.13,322.44,325.236428
ORD103524,CUST14570,PROD1358,Home & Kitchen,42.9,3.0,4.0,Five stars!,2.73,69.01,2.73,128.7,194.19649
ORD109960,CUST14942,PROD2291,Grocery,298.33,,5.0,Five stars!,48.65,139.84,48.65,,
ORD108280,CUST13464,PROD2761,Home & Kitchen,157.28,3.0,,Quality could be better.,11.31,24.71,11.31,471.84,443.184896
ORD106106,CUST13993,PROD1622,Sports,28.17,1.0,4.0,Not as described.,15.21,131.3,15.21,28.17,155.18534300000002
ORD102543,CUST12113,PROD2251,Books,133.66,3.0,3.0,Fast delivery and great packaging.,15.2,50.01,15.2,400.98,390.04104
ORD100930,CUST14612,PROD2203,Toys,170.95,4.0,5.0,Will buy again.,11.52,130.34,11.52,683.8,735.36624
ORD108917,CUST10364,PROD1762,Sports,148.88,3.0,3.0,Five stars!,0.07,38.1,0.07,446.64,484.427352
ORD101197,CUST10938,PROD1649,Grocery,71.94,3.0,1.0,Fast delivery and great packaging.,36.47,95.43,36.47,215.82,232.540446
ORD106181,CUST14729,PROD1988,Grocery,80.73,3.0,4.0,Fast delivery and great packaging.,48.34,135.45,48.34,242.19,260.565354
ORD106697,CUST10687,PROD2652,Beauty,190.36,1.0,1.0,Terrible experience.,11.21,81.56,11.21,190.36,250.580644
ORD109199,CUST12588,PROD2207,Home & Kitchen,259.13,2.0,2.0,Good value for money.,33.15,117.05,33.15,518.26,463.50681
ORD101429,CUST11985,PROD1478,Clothing,295.12,4.0,1.0,,37.09,124.61,37.09,1180.48,867.249968
ORD107411,CUST12862,PROD1125,Beauty,,2.0,,Quality could be better.,42.42,115.74,42.42,,
ORD107764,CUST13935,PROD1566,Sports,380.43,4.0,2.0,"Excellent product, highly recommend.",21.13,140.29,21.13,1521.72,1340.470564
ORD101153,CUST10609,PROD2291,Toys,322.63,3.0,3.0,Terrible experience.,15.15,78.09,15.15,967.89,899.344665
ORD106561,CUST12376,PROD1185,Grocery,484.53,,5.0,,16.26,42.51,16.26,,
ORD105144,CUST12076,PROD1625,Clothing,167.25,4.0,5.0,Good value for money.,35.63,26.22,35.63,669.0,456.85530000000006
ORD102769,CUST11185,PROD1472,Toys,17.26,3.0,,Terrible experience.,40.84,52.04,40.84,51.78,82.673048
ORD105317,CUST10404,PROD1210,Clothing,492.81,4.0,1.0,Average product.,9.08,38.62,9.08,1971.24,1830.871408
ORD105554,CUST10901,PROD2966,Clothing,121.41,4.0,4.0,Fast delivery and great packaging.,18.55,92.53,18.55,485.64,488.08377999999993
ORD108825,CUST14830,PROD2982,Toys,44.55,1.0,4.0,Five stars!,45.1,44.04,45.1,44.55,68.49795
ORD100964,CUST11639,,Books,236.82,4.0,3.0,Terrible experience.,40.33,25.06,40.33,947.28,590.301976
ORD105666,CUST10893,PROD2824,Home & Kitchen,348.64,3.0,3.0,Not as described.,49.24,24.68,49.24,1045.92,555.588992
ORD105009,CUST14042,PROD2288,Beauty,241.1,3.0,2.0,Quality could be better.,37.71,128.1,37.71,723.3,578.64357
ORD106824,CUST12419,PROD2809,Beauty,52.88,4.0,5.0,Fast delivery and great packaging.,19.66,96.89,19.66,211.52,266.825168
ORD102698,CUST12810,,Home & Kitchen,26.46,2.0,1.0,Quality could be better.,29.53,66.55,29.53,52.92,103.842724
ORD108578,CUST12700,PROD1648,Clothing,172.76,2.0,,Terrible experience.,33.05,136.25,33.05,345.52,367.57564
ORD107377,CUST12975,PROD2242,Home & Kitchen,357.71,2.0,,Quality could be better.,3.92,29.13,3.92,715.42,716.505536
ORD101483,CUST10038,PROD2871,Sports,246.33,2.0,,Fast delivery and great packaging.,27.22,147.44,27.22,492.66,505.997948
ORD109736,CUST12952,PROD2151,Grocery,352.86,1.0,,Quality could be better.,35.47,100.12,35.47,352.86,327.820558
ORD104202,CUST13770,PROD1117,Toys,,2.0,3.0,Will buy again.,8.37,43.85,8.37,,
ORD105829,CUST14323,PROD1725,Sports,107.8,1.0,,Terrible experience.,39.03,108.28,39.03,107.8,174.00566
ORD106601,CUST12044,PROD1535,Toys,46.82,4.0,2.0,"Excellent product, highly recommend.",29.19,119.24,29.19,187.28,251.852968
ORD101426,CUST12012,PROD2851,Home & Kitchen,15.71,4.0,,Fast delivery and great packaging.,47.61,75.81,47.61,62.84,108.731876
ORD102544,CUST13970,PROD2102,Electronics,153.81,2.0,,Five stars!,2.12,132.01,2.12,307.62,433.108456
ORD105211,CUST14213,,Grocery,84.75,2.0,,Not as described.,13.27,39.6,13.27,169.5,186.60735
ORD109423,CUST13094,PROD2220,Sports,,4.0,,"Excellent product, highly recommend.",30.08,56.25,30.08,,
ORD103460,CUST14422,PROD2022,Sports,391.62,4.0,,Average product.,14.83,32.15,14.83,1566.48,1366.321016
ORD103946,,PROD2339,Grocery,31.56,1.0,,Quality could be better.,35.72,47.41,35.72,31.56,67.69676799999999
ORD102178,CUST13897,PROD2866,Home & Kitchen,50.99,1.0,1.0,Not as described.,37.95,51.03,37.95,50.99,82.669295
ORD107309,CUST11238,PROD2250,Sports,47.97,1.0,5.0,Five stars!,5.13,139.29,5.13,47.97,184.799139
ORD106810,CUST12500,PROD2774,Toys,441.4,3.0,,Terrible experience.,25.69,30.15,25.69,1324.1999999999998,1014.1630199999998
ORD101057,CUST13335,PROD1475,Clothing,223.37,2.0,2.0,Five stars!,25.44,75.56,25.44,446.74,408.649344
ORD105120,CUST13861,PROD2174,Grocery,378.89,1.0,1.0,Good value for money.,18.46,89.21,18.46,378.89,398.156906
ORD105050,CUST14416,PROD1668,Grocery,341.18,2.0,,Terrible experience.,46.65,136.83,46.65,682.36,500.86906
ORD104127,CUST12347,PROD2197,,445.2,4.0,1.0,Exceeded expectations.,41.38,149.7,41.38,1780.8,1193.60496
ORD109776,CUST13552,PROD2246,Electronics,260.85,2.0,3.0,Good value for money.,34.86,117.94,34.86,521.7,457.77538
ORD106392,CUST14277,PROD1656,Electronics,321.75,3.0,,Good value for money.,35.72,146.2,35.72,965.25,766.6627000000001
ORD108843,CUST12015,PROD1933,Books,114.4,,1.0,Fast delivery and great packaging.,23.09,122.32,23.09,,
ORD101544,CUST13788,PROD2663,Beauty,225.43,1.0,,Quality could be better.,46.05,145.22,46.05,225.43,266.839485
ORD104115,CUST11705,PROD2294,Home & Kitchen,139.75,1.0,,"Excellent product, highly recommend.",34.73,111.95,34.73,139.75,203.164825
ORD110139,CUST14460,PROD1574,Home & Kitchen,481.45,3.0,,Will buy again.,36.45,30.37,36.45,1444.35,948.254425
ORD103928,CUST11029,PROD2876,Clothing,425.12,3.0,5.0,Not as described.,43.08,72.25,43.08,1275.36,798.184912
ORD104984,CUST11161,PROD2823,Electronics,,1.0,,Fast delivery and great packaging.,13.7,104.06,13.7,,
ORD100724,CUST14156,PROD1230,Home & Kitchen,270.29,3.0,5.0,Exceeded expectations.,40.35,65.59,40.35,810.8700000000001,549.2739550000001
ORD106756,CUST11093,PROD2108,Electronics,36.38,3.0,4.0,Will buy again.,9.76,55.54,9.76,109.14,154.027936
ORD105398,CUST11016,PROD1287,Sports,437.65,2.0,,Exceeded expectations.,17.27,95.06,17.27,875.3,819.19569
ORD106700,CUST13127,,,270.05,1.0,3.0,Fast delivery and great packaging.,16.78,141.36,16.78,270.05,366.09561
ORD101127,CUST10236,PROD2173,Electronics,354.81,3.0,5.0,Quality could be better.,48.93,24.55,48.93,1064.43,568.154401
ORD107594,CUST12602,PROD1402,Beauty,447.84,3.0,4.0,Quality could be better.,42.83,120.0,42.83,1343.52,888.0903840000001
ORD106292,CUST13381,PROD2979,Sports,456.45,2.0,5.0,Not as described.,35.06,113.95,35.06,912.9,706.7872600000001
ORD105958,CUST13140,PROD2709,Toys,9.89,1.0,2.0,Average product.,36.35,145.31,36.35,9.89,151.604985
ORD101586,CUST10427,PROD2440,Beauty,369.29,4.0,3.0,Five stars!,28.1,140.99,28.1,1477.16,1203.06804
ORD109487,CUST14522,PROD1513,Toys,,3.0,3.0,Five stars!,47.35,119.09,47.35,,
ORD104459,CUST10910,PROD1405,Toys,136.9,4.0,5.0,Five stars!,24.81,87.65,24.81,547.6,499.39044
ORD106444,CUST13310,PROD1099,Grocery,401.67,2.0,3.0,Will buy again.,19.03,46.55,19.03,803.34,697.014398
ORD101561,CUST10213,PROD2964,Beauty,122.77,1.0,5.0,Not as described.,8.15,90.88,8.15,122.77,203.644245
ORD104301,CUST10943,PROD2823,Toys,336.95,2.0,,Terrible experience.,39.31,119.5,39.31,673.9,528.48991
ORD108960,CUST11749,PROD1613,Beauty,358.38,3.0,3.0,Will buy again.,36.72,136.44,36.72,1075.14,816.7885919999999
ORD103210,CUST13523,PROD1559,Toys,416.57,4.0,,Terrible experience.,19.22,122.66,19.22,1666.28,1468.680984
ORD105882,CUST14669,PROD2555,Grocery,17.09,3.0,,Quality could be better.,1.26,45.38,1.26,51.27,96.003998
ORD108430,CUST13201,PROD2971,Grocery,237.88,1.0,,"Excellent product, highly recommend.",41.95,97.96,41.95,237.88,236.04934
ORD103973,CUST13453,,Electronics,80.27,3.0,2.0,Exceeded expectations.,0.57,63.18,0.57,240.81,302.617383
ORD109712,CUST13367,PROD2278,Beauty,141.71,4.0,,Quality could be better.,35.18,21.2,35.18,566.84,388.625688
ORD106997,CUST12441,PROD1256,Toys,102.17,3.0,,Exceeded expectations.,48.51,46.03,48.51,306.51,203.851999
ORD108478,CUST10667,PROD2681,Home & Kitchen,442.54,4.0,5.0,Average product.,21.88,34.72,21.88,1770.16,1417.5689920000002
ORD109114,CUST11440,PROD1892,Books,368.83,1.0,4.0,Terrible experience.,11.75,129.55,11.75,368.83,455.042475
ORD104418,CUST13262,PROD1425,Toys,242.22,4.0,1.0,Terrible experience.,35.24,53.61,35.24,968.88,681.056688
ORD103541,CUST10580,PROD1850,Sports,497.96,3.0,,Quality could be better.,40.86,57.01,40.86,1493.88,940.490632
ORD107534,CUST14636,PROD1883,Sports,84.3,3.0,1.0,Five stars!,27.32,144.79,27.32,252.9,328.59772
ORD105702,CUST14994,,Grocery,86.29,4.0,4.0,Terrible experience.,48.35,69.28,48.35,345.16,247.55514
ORD109119,CUST14783,PROD2200,Home & Kitchen,469.74,3.0,4.0,Fast delivery and great packaging.,2.58,21.25,2.58,1409.22,1394.112124
ORD103379,CUST11932,PROD1992,Books,215.0,2.0,5.0,Exceeded expectations.,25.24,56.9,25.24,430.0,378.368
ORD108664,CUST12516,PROD1134,Electronics,407.96,,5.0,Terrible experience.,35.92,35.51,35.92,,
ORD102605,CUST10226,PROD2780,Books,219.17,1.0,,Will buy again.,43.13,33.37,43.13,219.17,158.01197899999997
ORD104923,CUST14323,PROD2771,Books,40.16,3.0,5.0,Five stars!,8.96,30.07,8.96,120.48,139.754992
ORD101392,CUST12162,PROD1706,Home & Kitchen,460.55,1.0,3.0,Good value for money.,40.0,97.12,40.0,460.55,373.4500000000001
ORD107535,,PROD1418,Home & Kitchen,390.38,4.0,,Quality could be better.,27.64,44.62,27.64,1561.52,1174.535872
ORD100752,CUST14569,PROD1552,Beauty,380.18,4.0,2.0,Five stars!,19.83,66.96,19.83,1520.72,1286.121224
ORD107051,CUST10100,PROD2725,Electronics,377.55,4.0,,Terrible experience.,6.59,132.06,6.59,1510.2,1542.73782
ORD107906,CUST10401,PROD1697,Grocery,20.66,4.0,2.0,"Excellent product, highly recommend.",43.26,75.16,43.26,82.64,122.049936
ORD104864,CUST10115,PROD1152,Clothing,387.05,3.0,,Exceeded expectations.,7.86,139.04,7.86,1161.15,1208.92361
